compression_algorithm,compression_nthreads,compression_shuffle,compression_level,filesize_in_megabytes,hdf5_chunk_size,graph_execution_time
BloscLz4hc,12,Byte,1,0.1999053955078125,16384,144.347ms
BloscLz4hc,12,Byte,1,0.21837234497070312,32768,149.813875ms
BloscLz4hc,12,Byte,5,0.28835105895996094,1024,142.36075ms
BloscLz4hc,12,Byte,5,0.2196187973022461,4096,141.351375ms
BloscLz4hc,12,Byte,5,0.19670772552490234,16384,144.986208ms
BloscLz4hc,12,Byte,5,0.21173954010009766,32768,152.140542ms
BloscLz4hc,12,Byte,9,0.28835105895996094,1024,141.26325ms
BloscLz4hc,12,Byte,9,0.21961402893066406,4096,138.892875ms
BloscLz4hc,12,Byte,9,0.19666099548339844,16384,141.981583ms
BloscLz4hc,12,Byte,9,0.21155738830566406,32768,154.241083ms
BloscLz4hc,24,Byte,5,0.28835105895996094,1024,148.249125ms
BloscLz4hc,24,Byte,5,0.2196187973022461,4096,147.841083ms
BloscLz4hc,24,Byte,5,0.19670772552490234,16384,150.802167ms
BloscLz4hc,24,Byte,5,0.21173954010009766,32768,161.070791ms
BloscLz4hc,24,Byte,1,0.2883758544921875,1024,146.410792ms
BloscLz4hc,24,Byte,1,0.21992874145507812,4096,147.900958ms
BloscLz4hc,24,Byte,1,0.1999053955078125,16384,143.268083ms
BloscLz4hc,24,Byte,1,0.21837234497070312,32768,147.26425ms
BloscLz4hc,24,Byte,5,0.28835105895996094,1024,140.35175ms
BloscLz4hc,24,Byte,5,0.2196187973022461,4096,140.284458ms
BloscLz4hc,24,Byte,5,0.19670772552490234,16384,142.867792ms
BloscLz4hc,24,Byte,5,0.21173954010009766,32768,159.308667ms
BloscLz4hc,24,Byte,9,0.28835105895996094,1024,145.678208ms
BloscLz4hc,24,Byte,9,0.21961402893066406,4096,141.123125ms
BloscLz4hc,24,Byte,9,0.19666099548339844,16384,148.120667ms
BloscLz4hc,24,Byte,9,0.21155738830566406,32768,152.196958ms
BloscBlosclz,1,Byte,5,0.3807048797607422,1024,143.775375ms
BloscBlosclz,1,Byte,5,0.24769878387451172,4096,143.674792ms
BloscBlosclz,1,Byte,5,0.23116397857666016,16384,141.25ms
BloscBlosclz,1,Byte,5,0.2723274230957031,32768,143.848084ms
BloscBlosclz,1,Byte,1,0.4139738082885742,1024,141.346833ms
BloscBlosclz,1,Byte,1,0.25843334197998047,4096,149.257667ms
BloscBlosclz,1,Byte,1,0.2641477584838867,16384,156.550458ms
BloscBlosclz,1,Byte,1,0.3189964294433594,32768,158.537ms
BloscBlosclz,1,Byte,5,0.3807048797607422,1024,147.58175ms
BloscBlosclz,1,Byte,5,0.24769878387451172,4096,142.728166ms
BloscBlosclz,1,Byte,5,0.23116397857666016,16384,141.719708ms
BloscBlosclz,1,Byte,5,0.2723274230957031,32768,143.500125ms
BloscBlosclz,1,Byte,9,0.3807048797607422,1024,144.886875ms
BloscBlosclz,1,Byte,9,0.23257160186767578,4096,142.554ms
BloscBlosclz,1,Byte,9,0.23050498962402344,16384,142.796125ms
BloscBlosclz,1,Byte,9,0.26471900939941406,32768,145.145708ms
BloscBlosclz,12,Byte,5,0.3807048797607422,1024,142.189583ms
BloscBlosclz,12,Byte,5,0.24769878387451172,4096,142.583375ms
BloscBlosclz,12,Byte,5,0.23116397857666016,16384,150.038542ms
BloscBlosclz,12,Byte,5,0.2723274230957031,32768,158.480917ms
BloscBlosclz,12,Byte,1,0.4139738082885742,1024,144.550083ms
BloscBlosclz,12,Byte,1,0.25843334197998047,4096,150.851584ms
BloscBlosclz,12,Byte,1,0.2641477584838867,16384,150.452291ms
BloscBlosclz,12,Byte,1,0.3189964294433594,32768,150.918083ms
BloscBlosclz,12,Byte,5,0.3807048797607422,1024,143.746834ms
BloscBlosclz,12,Byte,5,0.24769878387451172,4096,143.250625ms
BloscBlosclz,12,Byte,5,0.23116397857666016,16384,144.4045ms
BloscBlosclz,12,Byte,5,0.2723274230957031,32768,145.180167ms
BloscBlosclz,12,Byte,9,0.3807048797607422,1024,141.7265ms
BloscBlosclz,12,Byte,9,0.23257160186767578,4096,144.547792ms
BloscBlosclz,12,Byte,9,0.23050498962402344,16384,142.567875ms
BloscBlosclz,12,Byte,9,0.26471900939941406,32768,147.795167ms
BloscBlosclz,24,Byte,5,0.3807048797607422,1024,142.054583ms
BloscBlosclz,24,Byte,5,0.24769878387451172,4096,142.135708ms
BloscBlosclz,24,Byte,5,0.23116397857666016,16384,149.20825ms
BloscBlosclz,24,Byte,5,0.2723274230957031,32768,144.96925ms
BloscBlosclz,24,Byte,1,0.4139738082885742,1024,141.486166ms
BloscBlosclz,24,Byte,1,0.25843334197998047,4096,142.353375ms
BloscBlosclz,24,Byte,1,0.2641477584838867,16384,144.536208ms
BloscBlosclz,24,Byte,1,0.3189964294433594,32768,149.988208ms
BloscBlosclz,24,Byte,5,0.3807048797607422,1024,139.21625ms
BloscBlosclz,24,Byte,5,0.24769878387451172,4096,141.663834ms
BloscBlosclz,24,Byte,5,0.23116397857666016,16384,144.054584ms
BloscBlosclz,24,Byte,5,0.2723274230957031,32768,143.162875ms
BloscBlosclz,24,Byte,9,0.3807048797607422,1024,139.538166ms
BloscBlosclz,24,Byte,9,0.23257160186767578,4096,141.708708ms
BloscBlosclz,24,Byte,9,0.23050498962402344,16384,141.977292ms
BloscBlosclz,24,Byte,9,0.26471900939941406,32768,145.5795ms
BloscBlosclz,1,Bit,5,0.29294490814208984,1024,141.549875ms
BloscBlosclz,1,Bit,5,0.22807693481445312,4096,148.022042ms
BloscBlosclz,1,Bit,5,0.22716999053955078,16384,147.938917ms
BloscBlosclz,1,Bit,5,0.26917266845703125,32768,150.984958ms
BloscBlosclz,1,Bit,1,0.3483753204345703,1024,146.8415ms
BloscBlosclz,1,Bit,1,0.2248516082763672,4096,148.142667ms
BloscBlosclz,1,Bit,1,0.23414897918701172,16384,152.43925ms
BloscBlosclz,1,Bit,1,0.27988338470458984,32768,158.828417ms
BloscBlosclz,1,Bit,5,0.29294490814208984,1024,145.753666ms
BloscBlosclz,1,Bit,5,0.22807693481445312,4096,147.976333ms
BloscBlosclz,1,Bit,5,0.22716999053955078,16384,150.107042ms
BloscBlosclz,1,Bit,5,0.26917266845703125,32768,151.034459ms
BloscBlosclz,1,Bit,9,0.2929067611694336,1024,141.157666ms
BloscBlosclz,1,Bit,9,0.2263336181640625,4096,142.407625ms
BloscBlosclz,1,Bit,9,0.2271432876586914,16384,146.174ms
BloscBlosclz,1,Bit,9,0.2632026672363281,32768,156.288916ms
BloscBlosclz,12,Bit,5,0.29294490814208984,1024,140.509792ms
BloscBlosclz,12,Bit,5,0.22807693481445312,4096,141.877917ms
BloscBlosclz,12,Bit,5,0.22716999053955078,16384,144.653875ms
BloscBlosclz,12,Bit,5,0.26917266845703125,32768,151.930542ms
BloscBlosclz,12,Bit,1,0.3483753204345703,1024,141.726083ms
BloscBlosclz,12,Bit,1,0.2248516082763672,4096,141.024459ms
BloscBlosclz,12,Bit,1,0.23414897918701172,16384,143.353833ms
BloscBlosclz,12,Bit,1,0.27988338470458984,32768,154.053625ms
BloscBlosclz,12,Bit,5,0.29294490814208984,1024,145.964542ms
BloscBlosclz,12,Bit,5,0.22807693481445312,4096,143.84025ms
BloscBlosclz,12,Bit,5,0.22716999053955078,16384,147.394ms
BloscBlosclz,12,Bit,5,0.26917266845703125,32768,152.026833ms
BloscBlosclz,12,Bit,9,0.2929067611694336,1024,141.248375ms
BloscBlosclz,12,Bit,9,0.2263336181640625,4096,140.820167ms
BloscBlosclz,12,Bit,9,0.2271432876586914,16384,145.372292ms
BloscBlosclz,12,Bit,9,0.2632026672363281,32768,153.29325ms
BloscBlosclz,24,Bit,5,0.29294490814208984,1024,141.231833ms
BloscBlosclz,24,Bit,5,0.22807693481445312,4096,142.128041ms
BloscBlosclz,24,Bit,5,0.22716999053955078,16384,146.199375ms
BloscBlosclz,24,Bit,5,0.26917266845703125,32768,152.336417ms
BloscBlosclz,24,Bit,1,0.3483753204345703,1024,148.631083ms
BloscBlosclz,24,Bit,1,0.2248516082763672,4096,140.651625ms
BloscBlosclz,24,Bit,1,0.23414897918701172,16384,150.821417ms
BloscBlosclz,24,Bit,1,0.27988338470458984,32768,156.384708ms
BloscBlosclz,24,Bit,5,0.29294490814208984,1024,150.389875ms
BloscBlosclz,24,Bit,5,0.22807693481445312,4096,152.060458ms
BloscBlosclz,24,Bit,5,0.22716999053955078,16384,155.029292ms
BloscBlosclz,24,Bit,5,0.26917266845703125,32768,164.566584ms
BloscBlosclz,24,Bit,9,0.2929067611694336,1024,149.829375ms
BloscBlosclz,24,Bit,9,0.2263336181640625,4096,160.206417ms
BloscBlosclz,24,Bit,9,0.2271432876586914,16384,153.03425ms
BloscBlosclz,24,Bit,9,0.265838623046875,32768,180.886208ms
BloscBlosclz,1,Byte,5,0.3807048797607422,1024,150.227042ms
BloscBlosclz,1,Byte,5,0.24769878387451172,4096,146.62275ms
BloscBlosclz,1,Byte,5,0.23116397857666016,16384,150.758458ms
BloscBlosclz,1,Byte,5,0.2723274230957031,32768,156.854916ms
BloscBlosclz,1,Byte,1,0.4139738082885742,1024,145.75275ms
BloscBlosclz,1,Byte,1,0.25843334197998047,4096,144.097334ms
BloscBlosclz,1,Byte,1,0.2641477584838867,16384,149.673458ms
BloscBlosclz,1,Byte,1,0.31223011016845703,32768,160.732334ms
BloscBlosclz,1,Byte,5,0.3807048797607422,1024,146.164375ms
BloscBlosclz,1,Byte,5,0.24769878387451172,4096,144.027125ms
BloscBlosclz,1,Byte,5,0.23116397857666016,16384,145.816208ms
BloscBlosclz,1,Byte,5,0.2730216979980469,32768,148.777417ms
BloscBlosclz,1,Byte,9,0.3807048797607422,1024,146.979666ms
BloscBlosclz,1,Byte,9,0.23257160186767578,4096,150.133125ms
BloscBlosclz,1,Byte,9,0.23050498962402344,16384,145.990667ms
BloscBlosclz,1,Byte,9,0.26471900939941406,32768,151.976959ms
BloscBlosclz,12,Byte,5,0.3807048797607422,1024,153.300792ms
BloscBlosclz,12,Byte,5,0.24769878387451172,4096,148.278125ms
BloscBlosclz,12,Byte,5,0.23116397857666016,16384,149.705667ms
BloscBlosclz,12,Byte,5,0.2723274230957031,32768,150.200834ms
BloscBlosclz,12,Byte,1,0.4139738082885742,1024,149.028875ms
BloscBlosclz,12,Byte,1,0.25843334197998047,4096,147.936292ms
BloscBlosclz,12,Byte,1,0.2641477584838867,16384,155.765208ms
BloscBlosclz,12,Byte,1,0.3189964294433594,32768,158.386791ms
BloscBlosclz,12,Byte,5,0.3807048797607422,1024,153.534917ms
BloscBlosclz,12,Byte,5,0.24769878387451172,4096,155.450166ms
BloscBlosclz,12,Byte,5,0.23116397857666016,16384,154.390667ms
BloscBlosclz,12,Byte,5,0.2723274230957031,32768,157.070083ms
BloscBlosclz,12,Byte,9,0.3807048797607422,1024,153.727084ms
BloscBlosclz,12,Byte,9,0.23257160186767578,4096,145.022125ms
BloscBlosclz,12,Byte,9,0.23050498962402344,16384,148.318209ms
BloscBlosclz,12,Byte,9,0.26471900939941406,32768,150.834375ms
BloscBlosclz,24,Byte,5,0.3807048797607422,1024,142.140209ms
BloscBlosclz,24,Byte,5,0.24769878387451172,4096,142.211417ms
BloscBlosclz,24,Byte,5,0.23116397857666016,16384,154.020625ms
BloscBlosclz,24,Byte,5,0.2723274230957031,32768,150.830875ms
BloscBlosclz,24,Byte,1,0.4139738082885742,1024,145.154292ms
BloscBlosclz,24,Byte,1,0.25843334197998047,4096,143.732834ms
BloscBlosclz,24,Byte,1,0.2641477584838867,16384,146.779541ms
BloscBlosclz,24,Byte,1,0.3189964294433594,32768,150.06875ms
BloscBlosclz,24,Byte,5,0.3807048797607422,1024,143.350958ms
BloscBlosclz,24,Byte,5,0.24769878387451172,4096,141.03075ms
BloscBlosclz,24,Byte,5,0.23116397857666016,16384,145.474958ms
BloscBlosclz,24,Byte,5,0.2723274230957031,32768,150.081541ms
BloscBlosclz,24,Byte,9,0.3807048797607422,1024,146.533083ms
BloscBlosclz,24,Byte,9,0.23257160186767578,4096,147.967084ms
BloscBlosclz,24,Byte,9,0.23050498962402344,16384,145.56875ms
BloscBlosclz,24,Byte,9,0.26471900939941406,32768,146.249541ms
BloscSnappy,1,Byte,5,1.1131744384765625,1024,147.641375ms
BloscSnappy,1,Byte,5,1.167724609375,4096,144.966375ms
BloscSnappy,1,Byte,5,1.386810302734375,16384,146.14025ms
BloscSnappy,1,Byte,5,1.636810302734375,32768,148.299417ms
BloscSnappy,1,Byte,1,1.1131744384765625,1024,144.302583ms
BloscSnappy,1,Byte,1,1.167724609375,4096,145.888834ms
BloscSnappy,1,Byte,1,1.386810302734375,16384,145.179208ms
BloscSnappy,1,Byte,1,1.636810302734375,32768,145.568833ms
BloscSnappy,1,Byte,5,1.1131744384765625,1024,145.184042ms
BloscSnappy,1,Byte,5,1.167724609375,4096,155.215875ms
BloscSnappy,1,Byte,5,1.386810302734375,16384,155.736625ms
BloscSnappy,1,Byte,5,1.636810302734375,32768,153.433833ms
BloscSnappy,1,Byte,9,1.1131744384765625,1024,155.122417ms
BloscSnappy,1,Byte,9,1.167724609375,4096,155.531959ms
BloscSnappy,1,Byte,9,1.386810302734375,16384,152.731333ms
BloscSnappy,1,Byte,9,1.636810302734375,32768,144.019375ms
BloscSnappy,12,Byte,5,1.1131744384765625,1024,146.11125ms
BloscSnappy,12,Byte,5,1.167724609375,4096,145.069875ms
BloscSnappy,12,Byte,5,1.386810302734375,16384,145.043542ms
BloscSnappy,12,Byte,5,1.636810302734375,32768,146.714208ms
BloscSnappy,12,Byte,1,1.1131744384765625,1024,147.1835ms
BloscSnappy,12,Byte,1,1.167724609375,4096,150.279125ms
